case_id,domain,ticker,decision_date,task_type,market,horizons,source_config,synthetic,paper_ready,metadata
MU_2021_09_30,semiconductor,MU,2021-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2021_12_31,semiconductor,MU,2021-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2022_03_31,semiconductor,MU,2022-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2022_06_30,semiconductor,MU,2022-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2022_09_30,semiconductor,MU,2022-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2022_12_30,semiconductor,MU,2022-12-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2023_03_31,semiconductor,MU,2023-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2023_06_30,semiconductor,MU,2023-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2023_09_29,semiconductor,MU,2023-09-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2023_12_29,semiconductor,MU,2023-12-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2024_03_28,semiconductor,MU,2024-03-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2024_06_28,semiconductor,MU,2024-06-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2024_09_30,semiconductor,MU,2024-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
MU_2024_12_31,semiconductor,MU,2024-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
